16B40;16B43;ALetter
16B63;16B77;ALetter
16B7D;16B8F;ALetter
16D40;16D42;ALetter
16D43;16D6A;ALetter
16D6B;16D6C;ALetter
16E40;16E7F;ALetter
16EA0;16EB8;ALetter
16EBB;16ED3;ALetter
16F00;16F4A;ALetter
16F50;;ALetter
16F93;16F9F;ALetter
16FE0;16FE1;ALetter
16FE3;;ALetter
1BC00;1BC6A;ALetter
1BC70;1BC7C;ALetter
1BC80;1BC88;ALetter
1BC90;1BC99;ALetter
1D400;1D454;ALetter
1D456;1D49C;ALetter
1D49E;1D49F;ALetter
1D4A2;;ALetter
1D4A5;1D4A6;ALetter
1D4A9;1D4AC;ALetter
1D4AE;1D4B9;ALetter
1D4BB;;ALetter
1D4BD;1D4C3;ALetter
1D4C5;1D505;ALetter
1D507;1D50A;ALetter
1D50D;1D514;ALetter
1D516;1D51C;ALetter
1D51E;1D539;ALetter
1D53B;1D53E;ALetter
1D540;1D544;ALetter
1D546;;ALetter
1D54A;1D550;ALetter
1D552;1D6A5;ALetter
1D6A8;1D6C0;ALetter
1D6C2;1D6DA;ALetter
1D6DC;1D6FA;ALetter
1D6FC;1D714;ALetter
1D716;1D734;ALetter
1D736;1D74E;ALetter
1D750;1D76E;ALetter
1D770;1D788;ALetter
1D78A;1D7A8;ALetter
1D7AA;1D7C2;ALetter
1D7C4;1D7CB;ALetter
1DF00;1DF09;ALetter
1DF0A;;ALetter
1DF0B;1DF1E;ALetter
1DF25;1DF2A;ALetter
1E030;1E06D;ALetter
1E100;1E12C;ALetter
1E137;1E13D;ALetter
1E14E;;ALetter
1E290;1E2AD;ALetter
1E2C0;1E2EB;ALetter
1E4D0;1E4EA;ALetter
1E4EB;;ALetter
1E5D0;1E5ED;ALetter
1E5F0;;ALetter
1E6C0;1E6DE;ALetter
1E6E0;1E6E2;ALetter
1E6E4;1E6E5;ALetter
1E6E7;1E6ED;ALetter
1E6F0;1E6F4;ALetter
1E6FE;;ALetter
1E6FF;;ALetter
1E7E0;1E7E6;ALetter
1E7E8;1E7EB;ALetter
1E7ED;1E7EE;ALetter
1E7F0;1E7FE;ALetter
1E800;1E8C4;ALetter
1E900;1E943;ALetter
1E94B;;ALetter
1EE00;1EE03;ALetter
1EE05;1EE1F;ALetter
1EE21;1EE22;ALetter
1EE24;;ALetter
1EE27;;ALetter
1EE29;1EE32;ALetter
1EE34;1EE37;ALetter
1EE39;;ALetter
1EE3B;;ALetter
1EE42;;ALetter
1EE47;;ALetter
1EE49;;ALetter
1EE4B;;ALetter
1EE4D;1EE4F;ALetter
1EE51;1EE52;ALetter
1EE54;;ALetter
1EE57;;ALetter
1EE59;;ALetter
1EE5B;;ALetter
1EE5D;;ALetter
1EE5F;;ALetter
1EE61;1EE62;ALetter
1EE64;;ALetter
1EE67;1EE6A;ALetter
1EE6C;1EE72;ALetter
1EE74;1EE77;ALetter
1EE79;1EE7C;ALetter
1EE7E;;ALetter
1EE80;1EE89;ALetter
1EE8B;1EE9B;ALetter
1EEA1;1EEA3;ALetter
1EEA5;1EEA9;ALetter
1EEAB;1EEBB;ALetter
1F130;1F149;ALetter
1F150;1F169;ALetter
1F170;1F189;ALetter
003A;;MidLetter
00B7;;MidLetter
0387;;MidLetter
055F;;MidLetter
05F4;;MidLetter
2027;;MidLetter
FE13;;MidLetter
FE55;;MidLetter
FF1A;;MidLetter
002C;;MidNum
003B;;MidNum
037E;;MidNum
0589;;MidNum
060C;060D;MidNum
066C;;MidNum
07F8;;MidNum
2044;;MidNum
FE50;;MidNum
FE54;;MidNum
FF0C;;MidNum
FF1B;;MidNum
002E;;MidNumLet
2018;;MidNumLet
2019;;MidNumLet
2024;;MidNumLet
FE52;;MidNumLet
FF07;;MidNumLet
FF0E;;MidNumLet
0030;0039;Numeric
0600;0605;Numeric
0660;0669;Numeric
066B;;Numeric
06DD;;Numeric
06F0;06F9;Numeric
07C0;07C9;Numeric
0890;0891;Numeric
08E2;;Numeric
0966;096F;Numeric
09E6;09EF;Numeric
0A66;0A6F;Numeric
0AE6;0AEF;Numeric
0B66;0B6F;Numeric
0BE6;0BEF;Numeric
0C66;0C6F;Numeric
0CE6;0CEF;Numeric
0D66;0D6F;Numeric
0DE6;0DEF;Numeric
0E50;0E59;Numeric
0ED0;0ED9;Numeric
0F20;0F29;Numeric
1040;1049;Numeric
1090;1099;Numeric
17E0;17E9;Numeric
1810;1819;Numeric
1946;194F;Numeric
19D0;19D9;Numeric
19DA;;Numeric
1A80;1A89;Numeric
1A90;1A99;Numeric
1B50;1B59;Numeric
1BB0;1BB9;Numeric
1C40;1C49;Numeric
1C50;1C59;Numeric
A620;A629;Numeric
A8D0;A8D9;Numeric
A900;A909;Numeric
A9D0;A9D9;Numeric
A9F0;A9F9;Numeric
AA50;AA59;Numeric
ABF0;ABF9;Numeric
FF10;FF19;Numeric
104A0;104A9;Numeric
10D30;10D39;Numeric
10D40;10D49;Numeric
11066;1106F;Numeric
110BD;;Numeric
110CD;;Numeric
110F0;110F9;Numeric
11136;1113F;Numeric
111D0;111D9;Numeric
112F0;112F9;Numeric
11450;11459;Numeric
114D0;114D9;Numeric
11650;11659;Numeric
116C0;116C9;Numeric
116D0;116E3;Numeric
11730;11739;Numeric
118E0;118E9;Numeric
11950;11959;Numeric
11BF0;11BF9;Numeric
11C50;11C59;Numeric
11D50;11D59;Numeric
11DA0;11DA9;Numeric
11DE0;11DE9;Numeric
11F50;11F59;Numeric
16130;16139;Numeric
16A60;16A69;Numeric
16AC0;16AC9;Numeric
16B50;16B59;Numeric
16D70;16D79;Numeric
1CCF0;1CCF9;Numeric
1D7CE;1D7FF;Numeric
1E140;1E149;Numeric
1E2F0;1E2F9;Numeric
1E4F0;1E4F9;Numeric
1E5F1;1E5FA;Numeric
1E950;1E959;Numeric
1FBF0;1FBF9;Numeric
005F;;ExtendNumLet
202F;;ExtendNumLet
203F;2040;ExtendNumLet
2054;;ExtendNumLet
FE33;FE34;ExtendNumLet
FE4D;FE4F;ExtendNumLet
FF3F;;ExtendNumLet
200D;;ZWJ
0020;;WSegSpace
1680;;WSegSpace
2000;2006;WSegSpace
2008;200A;WSegSpace
205F;;WSegSpace
3000;;WSegSpace
